title,company,description,onsite_remote,location,posted_date,link
Manufacturing Engineer,Quartet,"Job DescriptionRequires an understanding of MS Office including Word, Excel and PowerPoint.Understanding Excel data manipulation.Complete data analysis and presentation of the data.Maintain data files for multiple units.Understand Bartender, inhouse labeling program (training will be provided).AutoCAD architecture required along with lean tools knowledge.Understanding of Ergonomics software.Top skills: Experience - 1-3 years material flow (MUST HAVE) AutoCAD Education - Bachelors in an Engineering discipline and/or relevant work experienceHours of work - Mon-Thurs 6am-4:30pm occasional OT (working Friday)Company DescriptionThis position will enable resources to work on projects at our end client locations.Employee is paid as per market standards.This position will enable resources to work on projects at our end client locations. Employee is paid as per market standards.",onsite,"Waterloo, IA",2023-07-05,https://www.linkedin.com/jobs/view/manufacturing-engineer-at-quartet-3656077191?refId=KQUnacVyMAhjy2Br1MpvuQ%3D%3D&trackingId=XNPZ5v3NuJkXn0hL0sDxgw%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer,Webco Industries,"Job DescriptionServe on project teams designed to study and address a variety of issues, improve performance, promote better decision making and to solve problems in the areas of production, quality, safety and cost containment and control procedures. Other projects may include, but not limited to, job evaluation, product development, work simplification, facilities layout, equipment capacity, material handling, and manpower. Material utilization planning, work standards, standards of performance, and production incentives. Prepare written reports to management indicating solution or range of possible alternatives in rank of desirability and probability of success when there is no single solution. Assess implications of various courses of action to provide improved basis for management decisions. Plan and oversee work study and training programs to promote efficient manpower utilization. May work closely with other engineering disciplines, production managers, and production personnel to increase production quality, safety, efficiency, or volume. Conduct organizational studies, development implementations, assist with cost control programs and standards. Perform time and motion studies and other engineering studies. Work closely with senior managers to identify and solve a variety of problems and carry out analysis to support management’s quest for performance improvement. Apply advanced analytical techniques to assist in decision making and problem resolution by recommending major changes in procedures or objectives. Will follow-up to monitor and evaluate progress and results. Schedule work to meet completion dates and technical specifications. Recommend and initiate projects that will improve the way we do business. Required Education and SkillsB.S. Degree in Engineering, Industrial, Mechanical, or Engineering TechnologyExperience preferred, but not required. Proficient computer skills in MS Office, Auto CAD, Solidworks. Excellent organization and planning skills with the ability to think ahead and plan over a 3-6-month time span and the ability to organize and manage multiple priorities. Company DescriptionAt Webco We:Empower Our People with... Opportunities for growth * Promotion from within * 401(K) Matching * Paid Holidays & VacationFocus and Build on Strengths... Education Reimbursement * Training Opportunities * Webco U. Courses * Career Path PlansProtect First Things Now... Health & Wellness Programs * Health Insurance * Disability & Life Insurance * EAP * Work Life BalanceCreate and Capture Value... Attendance Bonuses * Safety Bonuses * Referral Bonuses *Longevity Pay * Profit Sharing * Retirement PlanningExpect the Best... Motivated * Punctual * Coachable * Dependable * Safety Driven * 100% EngagedDominate Niche Markets...Through our core values of TRUST and TEAMWORK Webco is North America's foremost provider of innovative tubing solutions.At Webco We: Empower Our People with... * Opportunities for growth * Promotion from within * 401(K) Matching * Paid Holidays & Vacation Focus and Build on Strengths... * Education Reimbursement * Training Opportunities * Webco U. Courses * Career Path Plans Protect First Things Now... * Health & Wellness Programs * Health Insurance * Disability & Life Insurance * EAP * Work Life Balance Create and Capture Value... * Attendance Bonuses * Safety Bonuses * Referral Bonuses *Longevity Pay * Profit Sharing * Retirement Planning Expect the Best... * Motivated * Punctual * Coachable * Dependable * Safety Driven * 100% Engaged Dominate Niche Markets... Through our core values of TRUST and TEAMWORK Webco is North America's foremost provider of innovative tubing solutions.",onsite,"Sand Springs, OK",2023-07-01,https://www.linkedin.com/jobs/view/mechanical-engineer-at-webco-industries-3652755523?refId=KQUnacVyMAhjy2Br1MpvuQ%3D%3D&trackingId=%2BIhDxLdbno25iGpEXfIfFA%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
Manufacturing Engineer,Akebono Brake Corporation,"RELOCATION NOT OFFERED Job SummaryThis position will report to the Engineering Supervisor and will be located in Elizabethtown, KY.Responsibilities And DutiesDesigns and implements methods and processes to improve product quality and manufacturability.Troubleshoots problems in equipment and or process to effect timely solutions and maintain continuity of production flow.Monitors and debugs new methods and processes to ensure desired results.Prepares design concepts, drawings and cost estimates.Supports continuous improvement and APS activities.Manage testing of supplier tooling.Complete quotes for new equipment as needed.Ensures control of the risk(s) associated with process changes that impact customer requirements, technical specifications, and cost.Designing and validating inputs/outputs for new production processes.Verifies functionality of new or replacement equipment and assigns an Engineering Identification Number.Designs and prepares floor layout and coordinates electrical power, air, water, and other facility support.Inspects and verifies installation of tools, jigs and fixtures as need.Cycle dummy parts through the machine to confirm proper set-up and correct any noted discrepancies.Establishes set-up instructions and trains appropriate associates.Maintains and reports EIN status of equipment on log sheet.Determines measurement system of new product or changes to existing processes.Certifies non-standard tooling and ensures proper installation.Conducts statistical studies to analyze the variation present in each type of measuring/inspection device listed in the control plan.Write standardized work instructions.Conduct initial product simulations to measure compliance with product specifications.Update/create PFMEA for existing or new processes.Education And/or ExperienceEngineering degree a plusCAD or 3D modeling experience preferredManufacturing environment experience a plusEssential Knowledge, Skills, AbilitiesKnowledge of Engineering Systems and Methods in Manufacturing.Ability to work in a Team Environment.Working knowledge of Safety and Environmental considerations.Strong oral and written communications.Proficiency with P.C. Based Software.Willingness to stay on a problem through completion.Tendency to work the factory floor.Physical Demands/EnvironmentWhile performing the duties of this job, the employee is regularly required to stand walk/move; use hands to handle or feel; reach with hands and arms; talk and hear. The employee must occasionally lift and/or move up to 25 pounds. Specific vision abilities required by this job include close vision, distance vision, color vision, peripheral vision, depth perception, and ability to adjust focus.While performing the duties of this job, the employee is regularly exposed to moving mechanical parts. The employee is occasionally exposed to outside weather conditions and vibration. The noise level in the work environment requires hearing protection.Powered by JazzHRFUp7JNEka4",onsite,"Elizabethtown, KY",2023-07-05,https://www.linkedin.com/jobs/view/manufacturing-engineer-at-akebono-brake-corporation-3656647045?refId=KQUnacVyMAhjy2Br1MpvuQ%3D%3D&trackingId=S36mvBZak3Dx9vxLIyyozA%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Design Engineer,LUFKIN INDUSTRIES,"Position OverviewThis role will directly report to the Surface Pumping Systems Principal Engineer. This role supports the Surface Pumping Units segment of Lufkin Industries. He/she will develop and analyze engineering designs, specifications, technical data, and drawings using sound engineering principles. He/she will be responsible for determining design factors such as size, shape and arrangement of parts, design life, and safety margins. Focus on cost-effective and reliable designs will play an important role in the work scope. In this role, the Design Engineer will interface regularly with the Principal Engineer, adjacent functions to synergize total business efforts, and with Engineering and Product Line management to assure milestones are achieved.Qualifications/SkillsBachelor’s Degree in Mechanical Engineering (ABET Accredited) Or Bachelor’s Degree in Mechanical Engineering Technology (ABET Accredited) with a minimum of 4 additional years of experience in Design Engineering Finite element analysis training and software use (Ansys preferred) Modeling/drafting experience in the use of Creo (or other 3D modeling software)ResponsibilitiesReview product design for compliance with engineering principles, company standards, customer contract requirements, and related industry specifications. Independently perform most design evaluation assignmentsReview and approve design changes, specifications, and drawing releases.Support product qualification activities.Be responsible for the technical development of part of a job (requisition) or part of a new product introductions (NPI)Generate appropriate documentation related to design practices (layouts, specifications, design analysis and calculations, stack-ups, design conformity, and BoMs)Interface with Engineering, Product Line Manager, Services, Sourcing, Quality, Manufacturing, and interface with suppliersCoordinate and control the activities performed by external resources related to the assigned jobEnsure expected results in term of quality, reliability, execution time, and cost (within control)Use design tools (like parametric modeling software (Creo), Excel, Mathcad and in-house design calculations) Desired Characteristics Ability to understand and implement design lay-outs for overall assemblies and applying drawing standardsAbility to work in teams and achieve targetsStrong detail focus Ability to work in a global environmentSix Sigma training Strong oral and written communication skillsStrong interpersonal and leadership skillsAbility to define problems, collect data, establish facts, and draw valid conclusionsAbility to communicate technical data and conclusions to different levels of employeesMultiple language proficiencyWillingness and ability to travel 10% of the timeLufkin’s proud past extends back to the early 20th century when the Lufkin Foundry manufactured railroad and sawmill equipment. The company expanded soon after by pioneering oilfield pumping units in the 1920s. Today, Lufkin is a world leader in its field, providing precision-engineered oilfield equipment, products, and services to customers around the globe.Lufkin Industries is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national or ethnic origin, sex, sexual orientation, gender identity or expression, age, disability, protected veteran status or other characteristics protected by law.Powered by JazzHRHZwSIQ6xnh",onsite,"Lufkin, TX",2023-07-06,https://www.linkedin.com/jobs/view/mechanical-design-engineer-at-lufkin-industries-3657265434?refId=KQUnacVyMAhjy2Br1MpvuQ%3D%3D&trackingId=qsk1M94aCirEZAKoMQENEw%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
"Manufacturing Engineer / Grand Prairie, TX",Lockheed Martin,Duties IncludeThis position requires a self-motivated individual driven to improve manufacturing processes and coordinate producibility issues between Technical Operations and Production operations.Working with operators to ensure work instructions are accurate and adequate to yield high quality products. Identify and provide necessary justification for new equipment to improve existing processes or provide new capabilities.,onsite,"Grand Prairie, TX",2023-06-20,https://www.linkedin.com/jobs/view/manufacturing-engineer-grand-prairie-tx-at-lockheed-martin-3641098792?refId=KQUnacVyMAhjy2Br1MpvuQ%3D%3D&trackingId=B3BBPaZnW4TXuc%2FsGhxhMg%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Mechanical Engineer,FreeWire Technologies,Nan,onsite,"Newark, CA",2023-05-26,https://www.linkedin.com/jobs/view/senior-mechanical-engineer-at-freewire-technologies-3641092191?refId=KQUnacVyMAhjy2Br1MpvuQ%3D%3D&trackingId=pABiLSznz9D1BzaqRyq7BA%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Design Engineer,TAT Technologies Ltd.,"We are looking for an experienced Mechanical Design Engineer to join our innovative, fast-growing company. This position will be primarily responsible for developing robust engineering and production designs to support MRO and OEM product lines specific to Heat Exchangers. The development will include the application of lean principles and a continuous improvement program resulting in the highest level of sustained quality performance. Serve as technical expert for heat exchanger design and the related manufacturing processes and equipment, and provide support to general operations and to the development of internal procedures and standards. To be successful in this position, you should have hands-on experience using CAD software, with strong attention to detail and a creative flair. It’s also important that you have rock-solid project management skills to meet the daily demands of the role.Roles & Responsibilities:Craft models and drawings of products using CADAnalyze prototype data and retest if neededResearch redesign and reverse engineering product ideas and methodsImprove existing products and processesEnsure compliance with the industry’s safety standardsWrite detailed reports and work instructionsFind creative design solutions to problemsPresent prototypes and designs to customers and project managersDesign systems and components that meet needs and requirementsProduce outline designsConduct experiments methodically, analyze data and interpret resultsTest and evaluate theoretical designsIdentify, formulate and produce effective solutions to emerging problemsEvaluate final product’s overall performance, reliability and safetyAlter and modify design to meet requirements and to eliminate malfunctionsEstimate budget and scope of projectSolicit observations from operatorsPrepare product reports and documentationEngage in lifelong learning and develop new theories or methodsRequirements BSc Degree in Mechanical Engineering or a similar fieldPrevious experience as a Design Engineer or a similar roleProven experience using CAD software; knowledge of SolidWorks is a plusGood understanding of safety standards and environmental impact of a designGreat computational and spatial abilityAbility to present in front of stakeholders and managersAttention to detailWorking experience with product lifecycle management (PLM), finite element analysis (FEA) and computational fluid dynamics (CFD)Hands-on experience with computer-aided engineering (CAM) and computer-aided manufacturing (CAE)Familiarity with 2D or 3D engineering design and manufacturing tools (e.g., AutoCAD, ProE or other)Ability to communicate technical knowledge in a clear and understandable mannerTechnical writing skillsBenefitsTAT Technologies Group is dedicated to providing an inclusive, fun, and unique workplace. We believe in acknowledging and appreciating the value of our team members. One way we value our team is by providing a comprehensive and expansive benefits offering to include Major Medical, Dental, Vision, Life, 401K with company matching, STD, LTD, accidental coverages, EAP, and more. Insurance carriers vary based on location.",onsite,"Tulsa, OK",2023-05-30,https://www.linkedin.com/jobs/view/mechanical-design-engineer-at-tat-technologies-ltd-3622761590?refId=zn2kL7AQHGEnQbdndpRG1Q%3D%3D&trackingId=sSBTnbLj4HuCiYUfrPBVXw%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer,Valve corporation,"For years, Valve has been all about writing software that provides extraordinary gameplay experiences. Lately, we’ve been developing hardware to take those experiences to the next level, and you can be a key part of making that happen! Join our highly motivated team that's doing hardware design, prototyping, testing, and production across a wide range of platforms. Help us invent whole new gaming experiences built around novel hardware for the living room and beyond.At Valve, our Hardware team is highly collaborative; we benefit from individuals with broad skill bases and backgrounds, as well as deep technical experience. We design, test, manufacture, and validate the hardware that brings new experiences to life. Like other teams at Valve, we operate without a traditional management structure. We collaborate with peers to define our priorities and contributions during the development of our products. As part of that collaboration, we are able to self-select how best to add value to the projects we work on. Mechanical engineers typically define product architecture and lead all aspects of product development, from early concept work through to manufacturing.As an ME, and depending on where we are in the product cycle, you may find yourself spending time designing in CAD, finding the root cause of a failure, putting together a DOE, or outlining a quality plan for the CM. There’s a lot to get involved in, and most of the team wears multiple hats. Your hardware colleagues have many years of experience from across the CE industry with multiple products shipped. They can dig into the details while maintaining a product-level perspective, and we believe this focus and awareness results in products that keep our customers engaged and excited.Are you interested in stretching your limits and influencing the future of gaming and entertainment hardware? We look forward to hearing about what you have to bring to the table! Apply now!What We OfferAn organization where 100% of time is dedicated as groups see fitThe opportunity to collaborate with experts across a range of disciplinesA work environment and flexible schedule in support of families and domestic partnershipsA culture eager to become stronger through diversity of all formsExceptional health insurance coverageUnrivaled employer match for our 401(k) retirement planGenerous vacation and family leaveOn-site amenities in support of health and efficiencyFertility and adoption assistanceReimbursement for child care during interviews",onsite,"Lake County, IN",2023-05-19,https://www.linkedin.com/jobs/view/mechanical-engineer-at-valve-corporation-3630916618?refId=zn2kL7AQHGEnQbdndpRG1Q%3D%3D&trackingId=VKC3kedWDT9%2BB%2FlmjGeoHQ%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Designer/Engineer I,SRI International,"The Center for Advanced Imaging is searching for a Mechanical Designer/Engineer I to join their team. Based in Princeton, NJ, the candidate would join a multidisciplinary group dedicated to the development of custom image sensor devices, modules, and systems for numerous commercial, spacecraft, and government applications.SRI International's Integrated Systems and Solutions (InSyS) Division designs and develops leading-edge R&D technology that support demanding market needs. SRI maintains a state-of-the-art portfolio that includes real-time video processors, integrated video and sensor exploitation solutions, and instrumented training systems for government and commercial sectors.Responsibilities of the position includeDesign mechanical parts, and assemblies using SolidWorks.Verify designs using SolidWorks Simulation and SolidWorks Simulation Professional.Generate part, assembly and ICD.Create product structures using OMNIFY PLM, generate ECO and formal release of parts and assemblies.Interact with SME, Electrical engineering and program management.Support proposal efforts, program reviews and status meetingsGenerate photo quality renderings and provide information pertinent to the design based on the CAD model. Interface with internal and external fabrication and manufacturing facilities.Must be willing to work “Hands On” in cleanroom and in labProduct and R&D atmosphereQualificationsBS or equivalent experience in the field of Mechanical/Aerospace Engineering, Mechanical/Aerospace Design, or related scientific discipline.Due to government requirements candidates must be a US CitizenModel Shop / Machine Shop ‘Hands On” Experience a plus. CNC, lathe, welding etc.Proficient with SolidWorks Professional and Simulation Professional including thermal, Thermal Stress, Flow, Circuit Works and Electronics Cooling Module add in.Heat pipe and TEC design simulation a plus.Experience with die level packaging, Imager packaging, Ceramic Package and die on board design a plus. Solid understanding of compact electronic packaging techniques, Thermal and mechanical packaging designs.Design for manufacturing.Fixture design for production manufacturing assemblies.Ability to work with precision assemblies that may include cleanroom activities, epoxies, microscopes, CMM inspection.The salary range is $58,968.00-$87,718.50. Salary ranges will vary and are based on several factors, including geographic location, market competitiveness and equity amongst internal employees in similar roles. Positions may also qualify for SRI's Pay for Outstanding Performance program or the annual Performance Based Compensation program.SRI also has a competitive benefits package, to view details please go to https//www.sri.com/resources/benefits/. SRI International, an over 75-year strong pioneering research institute, has a rich history supporting government and industry. Our innovations have created new industries, billions of dollars in market value and lasting benefits to society. SRI is organized around broad disciplines and capabilities, with research and development divisions and labs to groups who excel at identifying new opportunities, developing products and creating custom solutions. Our organization is driven by impact - delivering unique solutions for the world's important challenges and transforming ideas into reality for clients and partners.",onsite,"Princeton, NJ",2023-03-28,https://www.linkedin.com/jobs/view/mechanical-designer-engineer-i-at-sri-international-3580240806?refId=zn2kL7AQHGEnQbdndpRG1Q%3D%3D&trackingId=mSTaGXySz10bmczBGYNN6w%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
R&D Mechanical Engineer,SharkNinja,Nan,onsite,"Needham, MA",2023-06-14,https://www.linkedin.com/jobs/view/r-d-mechanical-engineer-at-sharkninja-3645483654?refId=zn2kL7AQHGEnQbdndpRG1Q%3D%3D&trackingId=Ruv%2FTg8J8XCTR5GJI8SkQg%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Design Engineer,Applied Precision Design,Nan,onsite,"Redwood City, CA",2023-06-08,https://www.linkedin.com/jobs/view/mechanical-design-engineer-at-applied-precision-design-3631492836?refId=zn2kL7AQHGEnQbdndpRG1Q%3D%3D&trackingId=YgZCubeYYfcUQV0mUU%2FdtA%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer,AMS Direct,Nan,onsite,"New Berlin, WI",2023-06-24,https://www.linkedin.com/jobs/view/mechanical-engineer-at-ams-direct-3644886407?refId=zn2kL7AQHGEnQbdndpRG1Q%3D%3D&trackingId=CnrZGgHTspjnZjHc4JDlvw%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer (Propulsion) - Mid Career,Lockheed Martin,Nan,onsite,"Highlands Ranch, CO",2023-06-28,https://www.linkedin.com/jobs/view/mechanical-engineer-propulsion-mid-career-at-lockheed-martin-3643833623?refId=zn2kL7AQHGEnQbdndpRG1Q%3D%3D&trackingId=WVYqYWI6Dee%2BzcYp8n7yOg%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer,Curi Bio,Nan,onsite,"Seattle, WA",2023-07-02,https://www.linkedin.com/jobs/view/mechanical-engineer-at-curi-bio-3646835656?refId=zn2kL7AQHGEnQbdndpRG1Q%3D%3D&trackingId=9gVUTZgRr2TzUvkPnoxEdA%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Design Engineer,Machina Labs,Nan,onsite,"Los Angeles, CA",2023-07-05,https://www.linkedin.com/jobs/view/mechanical-design-engineer-at-machina-labs-3656633870?refId=zn2kL7AQHGEnQbdndpRG1Q%3D%3D&trackingId=fbBfuPETOj08ZBHXD4whAA%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer,Shift Robotics,"We’re making the world a more walkable place. Through intuitive personal mobility, we make walking faster, more efficient, and more accessible to empower people to choose walking over sitting in traffic. By giving people the ability to Moonwalk, we believe the path forward to a better future is easily reached on your own two feet.Help us advance the world’s fastest shoes by designing, prototyping, and testing reliable and innovative hardware. We want an engineer ready to push the boundaries and one who makes the impossible a reality. We are looking for a work ethic similar to an engineer in Formula One. You must deliver and iterate quickly. We are not here for mediocrity, we are here to create elegant engineering designs. Is it demanding? Sure, but it is also rewarding and fun.We are covered in Wired, CNET, Gizomodo, PCMag and many other tech press.ResponsibilitiesCreate reliable and scalable designsEnjoy creating hardware products from brainstorming to final manufacturing DFM and scaling.FEA simulation of components with particular attention to fatigue, torsion, and bending of both engineering plastics and metals.Design components for manufacturing and assembling (DFM/DFA).Be willing to try new ideas and concessions from a packaging/integration perspective.Keep a pulse on other products in the space and evolving industry best practices in terms of materials, manufacturing methods, and hardware designTroubleshoot problems in manufacturing, assembly, and field use of Moonwalkers.Mechanical modeling and testing of components.Coordinate with software and electrical engineers to ensure that all requirements are met.RequirementsExperience with designing, manufacturing, troubleshooting, and debugging prototype hardware.BS/MS/Ph.D. in Mechanical Engineering or a related discipline or equivalent experience.FEA experience with static, dynamic, and thermal simulation (3+ years in Ansys or similar).CAD proficiency (2+ years in Fusion 360 / Solidworks / Inventor, etc.)Background in scalable DFM / DFA products or deep knowledge in casting, injection molding, and machining.Gearbox development experience (sintered metal/cut gears).Project management and planning.Rapid prototyping development (from basic models to 3DP and CNC prototypes).Nice to haveGenerative design simulationConsumer electronics design experience, with a deep understanding of system-level architecture and tradeoffs (mechanical, thermal, manufacturability, power, reliability, cost, etc.)GD&T, 2D drawing understandingExperience designing sealed enclosures for electronics and mechanical systems.Understanding of Polyurethane (PU) as it relates to wheelsBenefitsOpportunities for participation in our Employee Options programs401K retirement planExcellent medical, dental, and vision insuranceSick and Vacation time (Flex time for salary positions), and Paid HolidaysMassive Growth Opportunities and a long-term careerCasual and comfortable work environment",onsite,"Austin, TX",2023-06-01,https://www.linkedin.com/jobs/view/mechanical-engineer-at-shift-robotics-3646120208?refId=zn2kL7AQHGEnQbdndpRG1Q%3D%3D&trackingId=DEytdt%2BiQEsGyjW8v8JOzA%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer,Formlabs,Nan,onsite,"Somerville, MA",2023-05-28,https://www.linkedin.com/jobs/view/mechanical-engineer-at-formlabs-3641747243?refId=zn2kL7AQHGEnQbdndpRG1Q%3D%3D&trackingId=RJrfsgYeIBvp1cRW%2FriBbQ%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer I,Crane Aerospace & Electronics,"**Mechanical Engineer I**Location **WA, Lynnwood**Department **Engineering**Employment Type **Full Time****Crane Aerospace & Electronics** in Lynnwood, WA is seeking to hire a **Mechanical Engineer I**to join our team of diverse, professional problem solvers.The Mechanical Engineer I works under immediate supervision and uses established procedures to perform engineering duties in researching, planning, designing, and developing products for use in the Aerospace or Electronics marketplace. The Mechanical Engineer I works on new product designs and existing product designs, modernization, and upgrades, as well as performs extensive analyses to ensure cost, quality, and customer requirements are met. Working within a collaborative Integrated Product Team (IPT) environment the Mechanical Engineer I uses analytical thinking and innovation to ensure customer goals are met.This position is eligible for our Crane Flex Hybrid schedule which allows for the option of up to 2 days/week of work-from-home. Some conditions apply which will be discussed during the interview process. Full policy to be provided after hire.ResponsibilitiesWork effectively with all functional groups to achieve product performance and cost targets. Build quality and manufacturability into the design. Define/understand/comply with company and regulatory guidelines to assure a safe operating environment.Support continuous process improvement activities including Kaizen, 5S practices to ensure an organized and efficient working environment, and personal development.Demonstrate proficiency with verbal and written English for technical reports, presentations, analyses, or other communications at the appropriate level throughout the organization.Understand product and process requirements to support product development, sustaining and R&D.Plan and manage work activities to support meeting project schedules and budgets.Utilize judgment with the guidance of a mentor to plan and accomplish goals. Produce thorough and accurate design and development work of suitable complexity that meets all customer specifications and company requirements for schedule, cost, producibility, quality, and reliability.Utilize proficient problem solving processes, documentation, tools and analyses to quickly and effectively identify root cause and corrective actions to technical challenges in support of product development and product sustaining assignmentsGenerate and review product development documentation including proposals, technical reports, procedures, correspondence, etc. necessary to satisfy customer and program requirements.Self-directed and motivated while working and communicating effectively within a team environment that consists of several engineering, operations, quality, and business disciplines.Provide support of IPT activities in collaboration with other technical, operations, quality, and business disciplines.Generate models and conduct analyses that are in compliance with customer requirements and appropriate agenciesGenerate and review documentation related to product development and prepare technical reports and documentation necessary to satisfy customer and program requirements, including proposals, procedures, reports, correspondence, etc.Any other task assigned by supervisor or managementExperience**Minimum Qualifications:**+0-2 years of relevant work experienceKnowledge of Mechanical Engineering Principles, including mechanics of materials, shock, vibration, heat transfer, and dimensional tolerance analysisKnowledge of Materials and ProcessDesign for manufacturability and manufacturing methodsEducation/CertificationBA or BS Degree in Mechanical Engineering. Master’s Degree is a plus.KnowledgeKnowledge of Mechanical Engineering Principles, including mechanics of materials, shock, vibration, heat transfer, and dimensional tolerance analysisStrong knowledge/experience of thermal management a plusStrong knowledge/experience of vibration a plusKnowledge of conformal coatings, adhesives, and plating/finishes a plusDesign of products for harsh environments – e.g. high vibration, high temperature, corrosiveMaterial Review Board and Failure Analysis a plusSkills/AbilitiesProficiency with mechanical 3D modeling software such as Autodesk Inventor, and familiarity with numerical analysis softwareEmployment Eligibility RequirementThisposition requires access to controlled data or information and therefore only US persons will be considered. As a US Department of Defense contractor, we are bound by _International Traffic in Arms Regulations_ (ITAR).Working ConditionsStandard office environmentWorking conditions are normal for a manufacturing environmentManufacturing operations may require the use of safety equipment to include but not limited to: eye safety glasses, gowning, masks, hearing protectors, heel/wrist straps and any other required PPEMay be exposed to unusual environmental conditions such as loud noises, cold temperatures, confined spaces, dust or fumesRequires work with small to medium size hand and power toolsOccasional travel to customer and outside test lab facilities for technical interchange meetings, design reviews, product testing support, and to attend technical seminarsMay need to periodically travel domestically and internationally (up to 15%)Standing10% *percentage is approximate and may vary depending on work taskSitting90%percentage is approximate and may vary depending on work taskPushing (in Pounds)up to 20 poundsLifting (in Pounds)up to 20 poundsMental/Visualuse of computer, calculator, filing cabinetsWorkspacecubicle/desk/labAbout CraneCrane Aerospace & Electronics** supplies critical systems and components to the aerospace and defense markets. You’ll find Crane Aerospace & Electronics in some of the toughest environments: from engines to landing gear; from satellites to medical implants and from missiles to unmanned aerial systems (UAS).Crane Aerospace & Electronics provides proximity sensor based indication and control, tire pressure indication, and fuel gauging. In addition, we offer a full range of proximity sensor, tire pressure, fuel gauging, and power conversion components for use in demanding environments for our customers’ system applications. Through our heritage ELDEC brand, our products are in use on most of the world's commercial and military aircraft.We are committed to operational excellence and world class processes.We employ Lean manufacturing techniquesto optimize manufacturing efficiency and accuracy on all product lines. Our products are known for their technical strength, proven reliability and overall value._Salary range: $80,000 to $94,000. Several factors contribute to actual salary, including experience in a similar role or performing comparable job responsibilities, skills, training, and other qualifications. Compensation packages also include comprehensive benefits, 401K contribution and match, Paid Time Off, paid holidays, tuition reimbursement and more. Some roles may be eligible for participation in performance-based bonus programs. You can see a list of our benefits at or visit our website at_**_for more information on our company and great opportunities_**In our efforts to maintain a safe and drug-free workplace, Crane Aerospace & Electronics requires that candidates complete a satisfactory background check.FAA sensitive positions require employees to participate in a random drug test pool.This description has been designed to indicate the general nature and level of work being performed by employees within this classification.It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities, and qualifications required of employees assigned to this job.Crane Co. is an Equal Opportunity Employer and does not discriminate on the basis of race, color, creed, religion, sex, national origin, marital status, age, sexual orientation, gender identity, disability, pregnancy, medical condition, genetic information, protected veteran status or any other characteristic protected under federal, state, or applicable local law.",onsite,"Lynnwood, WA",2023-07-06,https://www.linkedin.com/jobs/view/mechanical-engineer-i-at-crane-aerospace-electronics-3656808883?refId=zn2kL7AQHGEnQbdndpRG1Q%3D%3D&trackingId=9sXtYyORobaxa6Rn5B0wSA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
