title,company,description,onsite_remote,location,posted_date,link
Entry Level Data Analyst,Flexon Technologies Inc.,"Job DescriptionResponsibilities:Work hand-in-hand with the business side of an organization to help in process improvements.Working primarily on design and analysis in the areas of organization, planning cum information technology.Works as the middle man between the technical team and business team so as to assist in the development of requirements needed for the business.He/ She will be responsible for documenting customer requirements as outlined by the business users.The analyst’s role also includes making sure that the designs meet the company’s technical standards.Qualification And ExperienceEntry Level / Fresh Graduates / Engineers - BS / MS in Business/Data Analytics, Management Information systems, Computer Science ,Software engineering, IT, Industrial Engineering/Engineering management. Prior experience is a ""plus"" but not required. Candidates with strong communication/presentation skills, strong aptitude to learn and interest in Software programming, Testing or Business Analysis. Work Authorization: Must be authorized to work in the US",onsite,"Pleasanton, CA",2023-06-19,https://www.linkedin.com/jobs/view/entry-level-data-analyst-at-flexon-technologies-inc-3639824675?refId=0lMyBYxfLxa63%2Bjceolf1A%3D%3D&trackingId=%2FL35UAF3cJFz%2BJthtvEMTg%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Lockheed Martin,"The coolest jobs on this planet… or any other… are with Lockheed Martin Space.At the dawn of a new space age, Lockheed Martin is a pioneer, partner, innovator, and builder. Our amazing people are on a mission to make a difference in the world and every day we use our unique skills and experiences to create, design and build solutions to some of the worlds’ hardest engineering problems. Our culture encourages employees to dream big, perform with excellence and create incredible products. We provide the resources, inspiration and focus and if you have the passion and courage to dream big, we want to build a better tomorrow with you.Do you want to be part of a company that inspires employees to think big, perform with excellence and build incredible products? If so, then we would love to speak with you! Lockheed Martin Space is a highly dynamic and growing organization that provides mission-critical solutions from the development and maintenance of satellite systems through their life cycle.Our amazing employees are on a mission to make a difference in the world; every single day we use our ingenuity and experiences to create, design and build solutions to some of the worlds’ hardest engineering problems.The Enterprise Operations Analysis (EOA) team is searching for a high energy individual with a strong background in modeling and analysis methodologies. The selected candidate will lead modeling, simulation, and analysis studies that provide data driven insights to leaders across multiple Lines of Business within LM Space, helping shape their strategies to meet customer needs.Your Responsibilities Will Include The Following Perform studies as part of a team to model and analyze Space sensing performance and trades (i.e. collection, resource allocation, access, gaps, etc.) Regularly engage with internal and external stakeholders to understand their analysis needs, plan analysis tasks, and lead small teams to deliver valuable findings to stakeholders Present findings to key stakeholders assessing enterprise performance under a variety of configuration options to drive decision makingHere Are Some Of The Benefits You Can EnjoyTo promote the sharing of ideas, Lockheed Martin fosters an inclusive work environment that encourages differences and big-picture thinking. Our employees play an active role in strengthening the quality of life where we live and work by volunteering more than 850,000 hours annually. Medical Dental 401k Paid time off Work/life balance Career development Mentorship opportunities Rewards & recognitionhttps://www.lockheedmartinjobs.com/working-here#benefits Learn more about Lockheed Martin’s competitive and comprehensive benefits package.Your Responsibilities Will Include The Following Lead and perform studies to model and analyze space-based sensing performance and trades (e.g. collection, resource allocation, access, gaps, etc.) Regularly engage with internal and external stakeholders to understand their analysis needs, plan analysis tasks to deliver valuable findings to stakeholders Present findings to key stakeholders assessing enterprise performance under a variety of configuration options to drive decision making",onsite,"Springfield, VA",2023-05-23,https://www.linkedin.com/jobs/view/data-analyst-at-lockheed-martin-3639065789?refId=0lMyBYxfLxa63%2Bjceolf1A%3D%3D&trackingId=rdAYAGWTT3q0j92WQfNwGQ%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,BlueTeam,Nan,onsite,"Boca Raton, FL",2023-06-16,https://www.linkedin.com/jobs/view/data-analyst-at-blueteam-3638364307?refId=0lMyBYxfLxa63%2Bjceolf1A%3D%3D&trackingId=nmAqPfPW0LU7w00vUPh0CA%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
Python/SQL Data Analyst,Bardess Group Ltd,Nan,onsite,"New York, NY",2023-06-14,https://www.linkedin.com/jobs/view/python-sql-data-analyst-at-bardess-group-ltd-3636305656?refId=0lMyBYxfLxa63%2Bjceolf1A%3D%3D&trackingId=xr9p5f006Tq9R0mRJfpPWg%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Allnessjobs,Nan,onsite,"Tennessee, United States",2023-06-06,https://www.linkedin.com/jobs/view/data-analyst-at-allnessjobs-3627638321?refId=0lMyBYxfLxa63%2Bjceolf1A%3D%3D&trackingId=Kb6NiSlql30UEydRyP%2Bthg%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst III,WinMax,"Title:Data Analyst III / Store Experience Product Launch Global Data Analyst, Req# 21698091Location:Cupertino,CA(Hybrid)Contract:9+ MonthJob DescriptionJob Description (including duties, skills, education):DutiesOwn the global Channel store merchandising landscape in preparation of a product launch: Perform data validation and scrubbing, working with inputs from regional teamsForecast store demos and security elements for product launches: Develop models based on current merchandising to forecast demand at SKU-level based on global strategy, against a fluctuating baselineContribute to marketing strategy: Be resourceful using sales and merchandising datasets, along with tools to research and develop insights that contribute to strategy decisionsTell stories with data every day: Propose and defend your ideas with strong research and compelling analyses to internal cross-functional team and sales/marketing leadership stakeholdersNPI Project management: Lead projects across internal planning, merchandising, supply/demand and country/regional teams to ensure forecast accuracy and supply availability within a defined scheduleA mix of team & independent work: manage your deliverables and deadlines independently, but connect everything to the bigger picture with your colleagues; communicate the status and results of your independent projects to cross-functional forumsHard Skills: Very strong Excel and data management; Data visualizations (Tableau/Power BI), analysis and reporting across several levels of the organization; MacOS and iOS; Experience with supply/demand planning, inventory management or retail merchandising an assetSoft Skills: Detail-oriented; Comfortable working in an extremely agile, collaborative, fast-paced environment with a lot of ambiguity; comfortable working with highly sensitive information; resourceful; deadline-driven; strong problem solving; ability to prioritize multiple, conflicting deliverables; Ideal candidates would have a passion for data storytelling, problem solving, and an interest in collaborating with others to shape the in-store experience for a major tech brandEducation: Bachelor's degree or data analysis certifications preferred.MBA or master's in data science a plus.PayRate: $ 65-71/hr, W2",onsite,"Cupertino, CA",2023-05-11,https://www.linkedin.com/jobs/view/data-analyst-iii-at-winmax-3602357470?refId=0lMyBYxfLxa63%2Bjceolf1A%3D%3D&trackingId=cicvRFh%2BNgLJTaP1ignNAw%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Cofiroute USA is now ViaPlus,"About UsViaPlus is a global mobility company in the Intelligent Transportation Systems (ITS) market, specializing in revenue and services management solutions for the transportation industry. Our full-featured, single-account back-office technology facilitates the high-volume transactions, customer operations, and data analytics required for seamless multimodal mobility. As a VINCI Highways subsidiary, we are committed to technical innovation and to promoting a positive mobility experience for all. VINCI Highways, a VINCI Concessions subsidiary, is a leader in road concessions, operation and mobility services. We design, finance, build and operate motorways, bridges, tunnels, urban roads and mobility services on a network of 4,100 km in 15 countries. VINCI Highways leverages its expertise to deliver the highest performance and safety standards and treat drivers to a positive experience. VINCI Concessions is an international player in transport infrastructure. We leverage our integrated model to design, finance, build, operate and maintain some 80 airports, motorways and rail projects in 23 countries, through our subsidiaries VINCI Airports, VINCI Highways and VINCI Railways. We are committed to shared growth with regions and are actively making mobility ever more sustainable, efficient and innovative.SummaryAct as the interface between the business and operations for providing analytical support for day-to-day operations. Gathers data from across the business, analyze it and translate the results into a non-technical language for team members of all backgrounds. Responsible for building data models to organize important data for different teams across the business and for monitoring and handling data. Assesses programs, schema and process flows to advise business stakeholders on ways to align data and operational statistics with the goal being to evaluate and synthesize data needed to gauge program performance as well as, to identify areas of efficiency and improved performance.Performs highly complex data analysis and data research work. Work involves conducting detailed analysis and extensive research on data and providing results in various formats. Monitors and implements measures to ensure data quality. Responsible for using standard statistical tools, methods and techniques to translate data into actionable insights using data visualization software. Works under limited supervision, with moderate latitude for the use of initiative and independent judgment.Major Duties And ResponsibilitiesThe following items outline the major duties and responsibilities in addition, other duties may be assigned.Consults with internal and external customers to identify user needs to compile and query data.Determine operational objectives by studying business functions; gathering information; evaluating output requirements and formats.Interprets results to identify significant differences in data.Identifies and interprets data patterns and trends and assesses data quality. Generate standard or custom reports summarizing business, financial, or economic data for review by executives, managers, clients, and other stakeholders Performs data analysis using standard statistical modeling, graphic analysis, tools, methods, and techniques. Convert complex data sets into reports that can easily be understood.Identifies data gaps, errors, anomalies, inconsistencies, and redundancies by analyzing the content, structure, and relationships within data. Prepares comprehensive technical reports to present and interpret data. Troubleshoot and document operational, process and system defects.Extracting data from CRM and database systems to prepare routine reports as defined or answer ad-hoc senior leadership questions and requests.Analyzes unique operational events for root cause and reporting findings.Ability to understand questions, identify data required, synthesize reports, identify patterns, and anticipate additional areas of interest.Providing support for additional projects as required, including data to support planning for future growth.QualificationsTo perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required.Must be self-starter.Ability to work with minimal direction in a fast paced / high-pressure environment.Ability to prioritize tasks and directly support the department managers.Good troubleshooting and error isolation skills.Excellent oral/written communication skills are required, including demonstrated ability to package analytical results into an executive summary and present to senior leadership. Advanced knowledge of Excel, Power BI, and SQLIntermediate skills of Word and PowerPoint; along with other MS Office products, such as Visio, Access Exercises logic and reasoning to define problems, establish facts and draw valid conclusions Supervisory ResponsibilitiesThere are no supervisory responsibilities with this position.Education And/Or ExperienceBachelor’s degree in business, management, economics, accounting, finance, information system or significant progress towards a degree.4 years in data analysis, research, compilation, and/or report writing and design work experience.WORK ENVIRONMENT/PHYSICAL DEMANDSThe work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.While performing the duties of this job, the employee is regularly required to sit; use the computer for an extended period, use a keyboard for typing, and talk and hear. The employee is occasionally required to stand, walk, and reach with hands and arms and stoop and kneel. The employee must occasionally lift and/or move up to 15 pounds. Specific vision abilities required by this job include close vision, and ability to adjust focus.The noise level in the work environment is usually moderate.Powered by JazzHRqxK1elPMND",onsite,"Austin, TX",2023-06-16,https://www.linkedin.com/jobs/view/data-analyst-at-cofiroute-usa-is-now-viaplus-3638590974?refId=0lMyBYxfLxa63%2Bjceolf1A%3D%3D&trackingId=cjJbah42r%2BvlyGm9YFK1sA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst I,WinMax,"Title:Data Analyst I, Req# 21144540Location:Cupertino,CA(Hybrid)Contract: 5+ MonthJob DescriptionDuties Perform denied party screenings for various programs within the company Assist in export and sanctions compliance review of apps submitted for distribution on the App Store Conduct export compliance due diligence reviews of vendors and suppliers to identify risks to the company Conduct reviews and investigations to appropriately resolve potential matches generated by the sanctions systems Conduct investigation of customers, business partners, and transactions in accordance with established policies and procedures and tools per SLAs Escalate unusual findings that might be related to sanctioned individuals, terrorist financing, law enforcement, or other criminal activities Conduct independent research utilizing the internet, third party tools, commercial databases, and leverage internal databases to evaluate and disposition sanction system alerts. Accumulating and documenting relevant findings regarding transactions and screened parties' facts from investigations so GESC can determine the necessary compliance steps Assist in other export and sanctions compliance related tasks and projects, as neededQualifications, Education And Experience Bachelor's degree in international business, international relations, international trade, law degree or a related degree or equivalent work experience 3+ years of export compliance experience is required Experience with investigating and researching companies and individuals for sanctions and export control risks. Experience using SAP GTS screening system Experience and working knowledge of the Export Administration Regulations and OFAC sanctions regulations Excellent oral and written communication skills. Excellent organization, project management, multitasking and documentation skills. Ability to meet aggressive timelines and in a compliance focused environment Ability to apply sound ethical judgement Must be a self-starter, adaptive and able to learn new concepts, systems and processes quickly Mac, MacOS and iOS proficiency is required.Pay Rate: $38-43/hr, W2",onsite,"Cupertino, CA",2023-05-08,https://www.linkedin.com/jobs/view/data-analyst-i-at-winmax-3599193940?refId=0lMyBYxfLxa63%2Bjceolf1A%3D%3D&trackingId=BypS5PFFx0uMsQNj0EEisw%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,VRK IT Vision Inc.,"Position: Data AnalystLocation: 100% REMOTE Job Type: 6 months contract Possible extension RequirementsJob description: Data analysis and profilingMaintenance of existing processesQuerying and analyzing data with SQL and PythonCreating visualizations using TableauExecuting monthly reports.Querying and analyzing data with SQL and PythonCreating visualizations using TableauAdditional SkillsTableau 2-4 yearsPython 2-4 yearsRequired SkillsBasic Qualification : Additional Skills : Sr. Data analyst with minimum 9 years of experience Required Skills: Data analysis, Strong in SQL, Source to target mapping, Python and Tableau NOTE:- Looking for healthcare background local to IL can work remoteBackground Check :Yes",onsite,"Chicago, IL",2023-06-05,https://www.linkedin.com/jobs/view/data-analyst-at-vrk-it-vision-inc-3625958423?refId=0lMyBYxfLxa63%2Bjceolf1A%3D%3D&trackingId=mUbGZvksYOLaPqhgwVdahw%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst - Inter,VRK IT Vision Inc.,"Scripting experience in (SQL and Python)Hands on experience with BI tools such as Tableau, QuicksightStrong desire and experience with data in various forms (S3, OneLake, Redshift, Snowflake)Desired QualificationsExperience utilizing and developing within Cloud services (AWS, Databricks)Ability to communicate complex data in a simple, actionable wayAbility to work independently and with team members from different backgroundsRequired SkillsBasic Qualification : Additional SkillsBackground Check :Yes",onsite,"McLean, VA",2023-05-26,https://www.linkedin.com/jobs/view/data-analyst-inter-at-vrk-it-vision-inc-3616642302?refId=0lMyBYxfLxa63%2Bjceolf1A%3D%3D&trackingId=A9NeAtBAXnG66YN1GqnJ7A%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Futran Solutions,Job DescriptionExperience in Business Intelligence Power BI1+ years of hands-on experience building systems for modeling or large data analysis using ADL\ADBExperience in Azure Data Lake and Blob stores management.Experience using Power BI Rest APIs for Web application development.Build and enhance data pipeline using Azure Synapse.Develop new scripts using C# or Python.,onsite,"Redmond, WA",2023-05-16,https://www.linkedin.com/jobs/view/data-analyst-at-futran-solutions-3607085745?refId=0lMyBYxfLxa63%2Bjceolf1A%3D%3D&trackingId=Uxv22Sbd7I10Qnw09eQoLA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst Healthcare,Mb Staffing Services LLC,"Job DescriptionMb Staffing Services is seeking a qualified Data Analyst to assist our DC Based client with data surrounding the Opioid crisis in our region. This is an interesting role and would require the experienced Data Analyst toRespond to inbound calls in a timely and professional manner and follow identified procedures to respond, document, log, and notify the appropriate personsEnsure that reporting remains currentTimely and accurate submission of all reports with an error rate no greater than 5%.Perform descriptive analyses of public health data using statistical software (SAS preferred) and produce daily reports and other analytical reports as neededEnsuring data quality and integrity, perform tasks such as electronic file transfers; listing and tabulation of data for preparation of statistical reports; and electronic file linkagesDevelop analytic datasets (to include, for example, data extraction, data cleaning, matching/merging, and variable coding) and document processes in codebooks, protocols, and associated guidance documentsDesign databases and tracking systems and monitor data collection activities for multiple surveillance programsUtilize business analytics tools, such as Tableau, to perform data analysis. Support design and recommend content, format, dissemination methods, etc. Maintain and automate reporting applications and visualizationsMonitor quality assurance and quality improvement of applicable surveillance and other data systems and processesDevelop strategies for improving data processing efficiency, as well as data completeness and quality.Work hours are Monday through Friday8:30 a.m. to 5:00 p.m.This position is HybridCompany DescriptionIn an era of constant workforce changes, Mb Staffing Services offers something you can count on: The perfect fit! We continue this with a seamless transition. We listen intently. We think strategically. And we act methodically. We respond with speed and an eye to the future! We are a precision placement, results-oriented firm serving a full spectrum of industries and staffing needs.In an era of constant workforce changes, Mb Staffing Services offers something you can count on: The perfect fit! We continue this with a seamless transition. We listen intently. We think strategically. And we act methodically. We respond with speed and an eye to the future! We are a precision placement, results-oriented firm serving a full spectrum of industries and staffing needs.",onsite,"Washington, DC",2023-06-08,https://www.linkedin.com/jobs/view/data-analyst-healthcare-at-mb-staffing-services-llc-3631497379?refId=0lMyBYxfLxa63%2Bjceolf1A%3D%3D&trackingId=K8lDBoxNrkyn4k1QDAhClw%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
127 - Data Analyst,"Next Phase Solutions and Services, Inc.","Next Phase Solutions and Services, Inc. is looking for a Data Analyst with experience working in a large enterprise data warehouse with the ability to:Create queries for analysis and the ability to recommend business solutions based on data findingsSupport enhancements to the repository by analyzing data, identifying data mappings, developing requirements, and testing changesSolve business data problems, with a knack for figuring out Data Quality issues and working with organizations to resolve themDevelop SQL queries to analyze data Execute data validation processes to ensure quality dataExercise independent judgment within generally defined policies and practices to identify and select a solutionWork with stakeholders to review the quality of the dataApply business knowledge of repository data and resolve issuesRequirementsTwo (2) + years overall experience with two years of experience working on a large enterprise data warehouseExperience with AWS databases like RedShift or running SQL queries against data residing in S3Ability to write use cases to run against SQL queries for analysisAbility to recommend business solutions based on data findingsExperience applying a business perspective to the dataPrior experience supporting Healthcare business - Medicare and Medicaid systems a plusExperience operating in an Agile environment and understanding Agile conceptsAbility to clearly and concisely present materials and information to end usersGeneral:Strong organizational and communication skillsAbility to manage multiple tasks and prioritize workload based on the needs of the clientAbility to deal with ambiguity and frequent changes in prioritiesAbility to work with minimal supervisionExcellent technical writing skills and proven experience in systems with complex requirementsExcellent teamwork and interpersonal skills with the ability to team with others to meet project objectivesUnderstanding of the system development lifecycle as implemented with Agile; SAFe knowledge a plusPlease take note of the following important information regarding this job opportunity:To be considered for this position, you must be a U.S. citizen or authorized to work in the U.S. for at least three (3) of the last five (5) years. You must be able to obtain a U.S. Federal government client badge and successfully pass a government Public Trust background investigation. Please note that visa sponsorship is not available for this position. This job requires residency in Maryland or Northern Virginia and is partially remote (two days a week). Unfortunately, a fully remote schedule is not available. As a condition of employment, we require candidates to be fully vaccinated against COVID-19.We offer a competitive salary, a comprehensive benefits package, and ample professional growth and development opportunities. If you meet the above requirements and are interested in a challenging and rewarding career, we encourage you to submit your application for consideration.Please note that the pay range for this job level serves only as a general guideline and is not a guarantee of compensation or salary. Other factors considered when extending an offer include job responsibilities, education, experience, knowledge, skills, abilities, internal equity, alignment with market data, applicable bargaining agreements (if any), and other laws.About Next Phase Solutions And Services, Inc.Innovation. It’s What Defines Us.Next Phase Solutions and Services, Inc. provides insights and solutions for healthcare, engineering, and science research. Next Phase commits to creating an environment where our employees achieve their full potential, increase productivity, and expand their professional and personal horizons. We look for bright, innovative people who achieve results, understand the importance of being a productive and supportive team member, and put the customer’s satisfaction first. Next Phase leadership is looking for new leaders, scientific and technical subject matter experts, and technically savvy people interested in putting forth the effort and commitment needed to grow our company.Will you join us to share in the success?At Next Phase Solutions and Services, Inc., we believe in equal employment opportunities for all our employees and applicants. Discrimination and harassment of any kind are strictly prohibited, and we do not consider factors such as race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity, or expression in our hiring decisions. We fully support and uphold hese fundamental rights protected by federal, state, and local laws.BenefitsWe offer a competitive total compensation and benefits package. Benefits include, but are not limited to:Health And Wellness BenefitsMedical Insurance (three healthcare plans to choose from), Dental Insurance, and Vision InsuranceFlexible Spending Account (FSA) and Health Savings Account (HSA)Company-sponsored Wellness ProgramPersonal Insurance BenefitsCompany-paid Life InsuranceCompany-paid AD&D InsuranceCompany-paid Short-term and Long-term Disability InsurancePAID LEAVECompetitive paid-time-off programsPaid holidaysPaid Maternity leave for mothers recovering from the birth of a childRETIREMENT401K plan with 5% employer contribution (employee contributions are not required to receive 5% employer contribution)PROFESSIONAL DEVELOPMENTEmployees are reimbursed for professional development activities including classes, books, technical certification/testing fees, professional dues/subscriptions, professional licenses required for a positionPET INSURANCEChoose from two options to help keep your pets happy and healthy",onsite,"Columbia, MD",2023-05-31,https://www.linkedin.com/jobs/view/127-data-analyst-at-next-phase-solutions-and-services-inc-3623661009?refId=0lMyBYxfLxa63%2Bjceolf1A%3D%3D&trackingId=o7i7S1XYYVoVB29ApWJBNw%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Numero Data,"Required Skills:Ideal candidate should have a degree in a quantitative field (e.g., mathematics, computer science, physics, economics, engineering, statistics, operations research, quantitative social science, etc.).Basic Knowledge on software development principles and architecture.Good analytical and problem-solving abilities.Ability to break down and understand complex business problems, define a solution and implement it using advanced quantitative methods.Familiarity with programming for data analysis; ideally Python, SQL, or R.Solid oral and written communication skills, especially around analytical concepts and methods.Great work ethic and intellectual curiosity.Knowledge of Cloud technologies such as AWS or Google Cloud.Knowledge of any relational database such as My SQL.Must be a team player with excellent communication and problem-solving skills and have experience working with customers across teams.",onsite,"Herndon, VA",2023-07-06,https://www.linkedin.com/jobs/view/data-analyst-at-numero-data-3650989715?refId=0lMyBYxfLxa63%2Bjceolf1A%3D%3D&trackingId=HU%2FfxDXesoEUuYGa5bGGMA%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Juniper Behavioral Health,"We’re on a mission to make behavioral health more available and accessible. We're backed by a16Z, YCombinator, Craft, and many others to make this dream a reality.--Building an inclusive culture is one of our core tenets as a company. We’re very aware of the structural inequalities that exist, and recognize that underrepresented minorities are less likely to apply for a role if they don’t think they meet all of the requirements. If that’s you and you’re reading this, we’d like to encourage you to apply regardless — we’d love to get to know you and see if there’s a place for you here!--About Our MissionAt Juniper, we're building software for behavioral health clinicians to improve quality of care. We streamline and replace manual efforts so clinicians can focus on what they do best: providing high-quality care.We started Juniper because we care about impact — the lack of supply for behavioral healthcare means those who need it most cannot access it. We believe this is one of the biggest problems out there today. It’s why we’re tackling this broken industry, and why we want you on this mission with us.For more details on our thesis, check out our write-up What is Juniper?About Our CultureOur mission to change behavioral health starts with us and and how we operate. We don’t want to just change behavioral health, we want to change the way startups operate. Here are a few tactical examples: Diversity, equity, and inclusion has been a priority since day 1. Currently, half of our leadership team (COO + CTO) identify as female, and our cap table includes over a dozen women. We still have a ways to go, but we’re committed to sourcing, hiring, and retaining talent from underrepresented folks in tech and outside of tech. Behavioral health is something we live and breathe — all four members of the Juniper leadership team see therapists every week, and we have a specific mental health benefit to help if that's something you're interested in exploring! We have to have a sense of humor. Healthcare is so broken, it's depressing if you don't laugh with us.For more details take a look at our FAQs | Joining the Juniper Team!About The RoleOur team is growing rapidly, and we’re looking for experienced, mission-driven data analysts who care about creating positive impact, love solving challenging problems, and will thrive in the fast-paced start-up life. This person will work with both technical and non-technical teammates to design and drive investigations into complex business problems, and to propose data-informed solutions.What You’ll Do Autonomously propose and execute on investigations to answer ambiguous business questions with data, leveraging SQL and statistics. Explore, identify, and surface trends and opportunities of growth proactively. - Partner deeply with our cross-functional teams (operations, engineering, billing, etc.) to define analytics requirements, help them answer questions with data analysis, and serve as a translator between functions using data - Partner with Operations & Engineering teams to design tests (A/B, multivariate, etc.); track & measure the results, and analyze the results to quantify the impact on the business - Build scalable and sustainable foundations of analysis, both from an infrastructure and from a business perspective - Provide operational/useful insights to improve business critical metrics with a focus on the growth of the business - Visualize, communicate, and present findings in an easily understandable and compelling way to teammates across the organization and to leadershipWhat We’re Looking For Penchant for analysis — outstanding analytical modeling and business problem-solving skills. Experience working with large datasets to extract, manipulate and analyze data using SQL - Synthesis & communication skills — an ability to reduce sophisticated operational subjects into understandable and useful informational summaries and recommendations - Throughput, velocity, and independence — an ability to drive and build projects from 0 to 1. To identify problems, build alignment, and implement solutions autonomously. - Bias for action — a drive to dive in head-first into ambiguous problems, and to get hands dirty to find solutions. - Alignment on company values — it’s the first chapter of our company story. You’ll be expected to cultivate and nurture existing values, and also play a lead role in shaping how it unfolds. - Growth mindset — a mentality of approaching unknowns with excitement, a penchant for learning new skills and technologies to solve new data challenges.Nice To Have Experience with visualization tools for data reporting such as Tableau, Looker - Knowledge of ETL pipeline development using Python, dbt, or other languages/technologies - Experience working with health insurance dataJuniper is based in New York City and are prioritizing in-person and hybrid candidates.--Any offer of employment is contingent on providing proof of Covid-19 vaccination prior to your start date, subject to approved medical and/or religious exemptions, in accordance with applicable law.",onsite,"New York, NY",2023-06-07,https://www.linkedin.com/jobs/view/data-analyst-at-juniper-behavioral-health-3628172283?refId=0lMyBYxfLxa63%2Bjceolf1A%3D%3D&trackingId=EKphGnMwlsS9EdiRXIZLuA%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst - Level 2,Lockheed Martin,"We are Lockheed MartinThe selected candidate will perform Modeling, Simulation & Analysis (MS&A) in support of F-35 Sustainment. Apply modeling & simulation technical principles, concepts and techniques to assess Performance Based Logistics (PBL) metrics using commercial, government, and LM developed tools Support coordination and development of problem statements, modeling approaches and ground rules and assumptions (GR&A) Work under the guidance of a technical lead to perform analysis to establish a total cost to performance picture for Sustainment Analyze fielded performance developing solutions to assigned problems for the purpose of forecasting, root cause analysis, evaluation of potential solutions, and assessment of corrective actions. Support the modification and delivery of contract data requirement lists (CDRLs)What’s In It For YouOur employees play an active role in strengthening the quality of life where we live and work by volunteering more than 850,000 hours annually. Here are some of the benefits you can enjoy: Medical Dental 401k Paid time off Work/life balance Career development Mentorship opportunities Rewards & recognitionLearn more about Lockheed Martin’s comprehensive benefits package here.This position is in Fort Worth, TX Discover Fort Worth.",onsite,"Fort Worth, TX",2023-05-18,https://www.linkedin.com/jobs/view/data-analyst-level-2-at-lockheed-martin-3611847539?refId=0lMyBYxfLxa63%2Bjceolf1A%3D%3D&trackingId=QnklpqIxqICCoZSjZBX1JQ%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,"Business Plan Solutions, LLC","Job DescriptionBachelor's degree in computer or information scienceStrong background in large-scale, shared data environments. Preferable candidate would have experience in Water/Wastewater space include Water Assets, GIS, Workorder and Asset ManagementExcellent technical abilities, strong communication skills, and strong project management and organizational skillsRelevant technical skills or knowledge may include data modeling, SQL programming (SQL Server or Oracle), and Microsoft OfficeEffective analytical abilities in order to examine existing processes/workflows/dataflows and make recommendations for improvements6 to 8 months possibility of extension",onsite,"San Antonio, TX",2023-06-22,https://www.linkedin.com/jobs/view/data-analyst-at-business-plan-solutions-llc-3642951082?refId=0lMyBYxfLxa63%2Bjceolf1A%3D%3D&trackingId=pgOldZKgYcH1wbDBbu2LnA%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst Staff,Lockheed Martin,"We are Lockheed MartinThis position will operate under the Aero Command Center supporting the Supplier Quality Management (SQM) organization.The candidate will operate in a virtual and dynamic environment with cross-functional teams where he/she will have to manage competing priorities to help deliver solutions to complex data problems.Our focus and objectives are to utilize the data at our disposal to produce insights that drive business decisions and efficiency through the organization.You will be working alongside Data Scientists and Quality professionals to design and deliver the most optimal data centric tools.Our overarching objective is to become a more efficient organization by becoming predictive instead of reactive.The candidate for this position should be self-starter. Candidate will need to be able to effectively use virtual collaboration tools to be successful in a team environment.This position allows you to explore and deliver creative solutions in an inclusive environment with supportive team members.This position is fully remote which means you are able to work from home.This is a great career opportunity for someone that is highly motivated and enthusiastic about our Lockheed Martin’s mission to protect and serve the warfighter.What’s In It For YouOur employees play an active role in strengthening the quality of life where we live and work by volunteering more than 850,000 hours annually. Here are some of the benefits you can enjoy: Medical Dental 401k Paid time off Work/life balance Career development Mentorship opportunities Rewards & recognitionLearn more about Lockheed Martin’s comprehensive benefits package here.Fort Worth, TXThis position is in Fort Worth, TX Discover Fort Worth.",onsite,"Fort Worth, TX",2023-06-20,https://www.linkedin.com/jobs/view/data-analyst-staff-at-lockheed-martin-3641099848?refId=0lMyBYxfLxa63%2Bjceolf1A%3D%3D&trackingId=4V4Tvejmdz6ZB42CsjnowQ%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,"Tech Army, LLC",Nan,onsite,"Ocoee, FL",2023-05-18,https://www.linkedin.com/jobs/view/data-analyst-at-tech-army-llc-3608876426?refId=0lMyBYxfLxa63%2Bjceolf1A%3D%3D&trackingId=hA%2FGJkmvd1tRMyhDkSLRNA%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
